system:index,EVI,NDMI,NDVI,NDWI,SAVI,SLA,VIG,name,.geo
20190514T105629_20190514T111021_T30SWG_00000000000000000008,0.25714626266226037,0.023920794789883355,0.5299917713018197,0.1729133673185952,0.2602905333042145,0.8427159432746024,-0.2958466453674121,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20190514T105629_20190514T111021_T30SWG_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20190514T105629_20190514T111021_T30SWG_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20190514T105629_20190514T111021_T30SWG_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20190514T105629_20190514T111021_T30SWG_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20190516T105031_20190516T105030_T30SWG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20190516T105031_20190516T105030_T30SWG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20190516T105031_20190516T105030_T30SWG_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20190516T105031_20190516T105030_T30SWG_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20190516T105031_20190516T105030_T30SWG_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20190516T105031_20190516T105030_T30SWG_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20190516T105031_20190516T105030_T30SWG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20190516T105031_20190516T105030_T30SWG_00000000000000000007,0.31799096861824105,0.17576418189574008,0.6122754339701837,0.362859845297673,0.319864422082901,1.0876162506118454,-0.25651910248635534,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20190516T105031_20190516T105030_T30SWG_00000000000000000008,0.2383667376763169,-0.03979126473709384,0.4153846036282752,0.12480896018165738,0.23940886557102203,0.7882390745501284,-0.2413178984861977,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20190516T105031_20190516T105030_T30SWG_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20190516T105031_20190516T105030_T30SWG_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20190516T105031_20190516T105030_T30SWG_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20190516T105031_20190516T105030_T30SWG_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20190519T105621_20190519T110803_T30SVF_00000000000000000000,0.5066087298276188,0.5038300100397207,0.8772362793738973,0.6788965607631468,0.5175928473472595,2.0826568265682655,-0.41316270566727603,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20190519T105621_20190519T110803_T30SVF_00000000000000000001,0.4576011275858965,0.4206861165219626,0.8341658378836849,0.6067678092370364,0.4695114493370056,2.262453531598513,-0.34065934065934067,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20190519T105621_20190519T110803_T30SVF_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20190519T105621_20190519T110803_T30SVF_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20190519T105621_20190519T110803_T30SVF_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20190519T105621_20190519T110803_T30SVF_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20190519T105621_20190519T110803_T30SVF_00000000000000000006,0.46158080075959207,0.4725793911979824,0.8132471836008899,0.6868049400491867,0.46639901399612427,2.1651017214397497,-0.3651938683498648,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20190519T105621_20190519T110803_T30SVF_00000000000000000007,,,,,,,,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20190519T105621_20190519T110803_T30SVF_00000000000000000008,,,,,,,,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20190519T105621_20190519T110803_T30SVF_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20190519T105621_20190519T110803_T30SVF_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20190519T105621_20190519T110803_T30SVF_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20190519T105621_20190519T110803_T30SVF_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20190519T105621_20190519T110803_T30SVG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20190519T105621_20190519T110803_T30SVG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20190519T105621_20190519T110803_T30SVG_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20190519T105621_20190519T110803_T30SVG_00000000000000000003,0.27778802107627476,0.1431718003178659,0.5691609935183186,0.3471771524376736,0.2954486012458801,1.0965230928905034,-0.2962702322308233,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20190519T105621_20190519T110803_T30SVG_00000000000000000004,0.4278898992324154,0.3005575133394155,0.8328571425435343,0.5107447640190382,0.44846153259277344,1.4905771495877502,-0.40632603406326034,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20190519T105621_20190519T110803_T30SVG_00000000000000000005,0.3527877927795536,0.2834042542043847,0.6855439692796238,0.49208443179906997,0.35918793082237244,1.4770186335403728,-0.2343864805290228,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20190519T105621_20190519T110803_T30SVG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20190519T105621_20190519T110803_T30SVG_00000000000000000007,,,,,,,,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20190519T105621_20190519T110803_T30SVG_00000000000000000008,,,,,,,,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20190519T105621_20190519T110803_T30SVG_00000000000000000009,0.3179533747811544,0.24124759571285775,0.7008286033679875,0.4455151817420887,0.33052241802215576,1.3099801718440185,-0.27712854757929883,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20190519T105621_20190519T110803_T30SVG_0000000000000000000a,0.3294936144086703,0.27854418703793005,0.6792598373978322,0.46518669140093494,0.3480379283428192,1.2086072922893005,-0.31437125748503,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20190519T105621_20190519T110803_T30SVG_0000000000000000000b,0.44799880059503217,0.38883033452958754,0.8485273412411722,0.6102626658629525,0.4623025953769684,1.882903981264637,-0.3095723014256619,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20190519T105621_20190519T110803_T30SVG_0000000000000000000c,0.461621761843206,0.3133770114988008,0.7868278767097991,0.5483871151204449,0.455544650554657,1.7168845935190449,-0.2867898699520876,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20190519T105621_20190519T110803_T30SWG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20190519T105621_20190519T110803_T30SWG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20190519T105621_20190519T110803_T30SWG_00000000000000000002,0.28173933398356704,0.16907694891752462,0.3715961272213311,0.3327905541792274,0.2722529172897339,0.8813868613138687,-0.1979658554304395,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20190519T105621_20190519T110803_T30SWG_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20190519T105621_20190519T110803_T30SWG_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20190519T105621_20190519T110803_T30SWG_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20190519T105621_20190519T110803_T30SWG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20190519T105621_20190519T110803_T30SWG_00000000000000000007,0.29384439865680506,0.23482848322631084,0.6356487339261411,0.40224717964203166,0.29942378401756287,1.2224969097651421,-0.2802498048399688,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20190519T105621_20190519T110803_T30SWG_00000000000000000008,0.22181181956435317,-0.009316753433715335,0.43747653682699056,0.14473685850836054,0.22804385423660278,0.7909803921568627,-0.2328013208585581,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20190519T105621_20190519T110803_T30SWG_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20190519T105621_20190519T110803_T30SWG_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20190519T105621_20190519T110803_T30SWG_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20190519T105621_20190519T110803_T30SWG_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20190529T105621_20190529T110302_T30SVF_00000000000000000000,0.5397796871474716,0.3810201181021359,0.637590365892987,0.5804651164651626,0.4337705075740814,1.5792741165234,-0.16066212268743915,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20190529T105621_20190529T110302_T30SVF_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20190529T105621_20190529T110302_T30SVF_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20190529T105621_20190529T110302_T30SVF_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20190529T105621_20190529T110302_T30SVF_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20190529T105621_20190529T110302_T30SVF_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20190529T105621_20190529T110302_T30SVF_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20190529T105621_20190529T110302_T30SVF_00000000000000000007,,,,,,,,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20190529T105621_20190529T110302_T30SVF_00000000000000000008,,,,,,,,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20190529T105621_20190529T110302_T30SVF_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20190529T105621_20190529T110302_T30SVF_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20190529T105621_20190529T110302_T30SVF_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20190529T105621_20190529T110302_T30SVF_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20190529T105621_20190529T110302_T30SVG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20190529T105621_20190529T110302_T30SVG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20190529T105621_20190529T110302_T30SVG_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20190529T105621_20190529T110302_T30SVG_00000000000000000003,0.2673954806153723,0.11663066687398813,0.5386904800676872,0.32734274469269015,0.282518208026886,1.0689484126984128,-0.26453298497713906,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20190529T105621_20190529T110302_T30SVG_00000000000000000004,0.4165584968613999,0.28742669653924624,0.801570318823747,0.5082163290205155,0.4318123757839203,1.544600938967136,-0.39730372720063445,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20190529T105621_20190529T110302_T30SVG_00000000000000000005,0.35880834918542415,0.26977005628658046,0.6984246172211841,0.4797385669152807,0.3643360435962677,1.4902080783353733,-0.27938931297709924,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20190529T105621_20190529T110302_T30SVG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20190529T105621_20190529T110302_T30SVG_00000000000000000007,,,,,,,,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20190529T105621_20190529T110302_T30SVG_00000000000000000008,,,,,,,,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20190529T105621_20190529T110302_T30SVG_00000000000000000009,0.3199334037159767,0.22375001549981505,0.7011294523124342,0.43285767882847687,0.33155301213264465,1.2855305466237943,-0.2946058091286307,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20190529T105621_20190529T110302_T30SVG_0000000000000000000a,0.3490296273538179,0.27768312235847786,0.7019667095709092,0.47299507973422544,0.3642072081565857,1.2115497937536828,-0.3333333333333333,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20190529T105621_20190529T110302_T30SVG_0000000000000000000b,0.5004635453391675,0.40488737853137197,0.8527646092650528,0.638446479512651,0.4958358705043793,1.85932944606414,-0.28660159716060335,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20190529T105621_20190529T110302_T30SVG_0000000000000000000c,0.4816573444296488,0.3261696996904872,0.7805831155245978,0.5491631884051614,0.4678155481815338,1.7462603878116343,-0.26069518716577533,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20190529T105621_20190529T110302_T30SWG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20190529T105621_20190529T110302_T30SWG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20190529T105621_20190529T110302_T30SWG_00000000000000000002,0.2696124194511644,0.1439341839514733,0.34923200141904354,0.2985800264636764,0.26055487990379333,0.8409598214285714,-0.18299568249750914,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20190529T105621_20190529T110302_T30SWG_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20190529T105621_20190529T110302_T30SWG_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20190529T105621_20190529T110302_T30SWG_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20190529T105621_20190529T110302_T30SWG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20190529T105621_20190529T110302_T30SWG_00000000000000000007,0.29864702961120376,0.22307691375590866,0.648380125474538,0.4060427331492851,0.30779221653938293,1.184984984984985,-0.29954614220877457,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20190529T105621_20190529T110302_T30SWG_00000000000000000008,0.221639669300513,-0.002979141941220834,0.43070896296092603,0.15203672224543135,0.2322915494441986,0.7858761329305137,-0.25941872981700753,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20190529T105621_20190529T110302_T30SWG_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20190529T105621_20190529T110302_T30SWG_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20190529T105621_20190529T110302_T30SWG_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20190529T105621_20190529T110302_T30SWG_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20190531T105039_20190531T105900_T30SWG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20190531T105039_20190531T105900_T30SWG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20190531T105039_20190531T105900_T30SWG_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20190531T105039_20190531T105900_T30SWG_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20190531T105039_20190531T105900_T30SWG_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20190531T105039_20190531T105900_T30SWG_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20190531T105039_20190531T105900_T30SWG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20190531T105039_20190531T105900_T30SWG_00000000000000000007,0.31134246900339224,0.16675490907535728,0.5681252346362987,0.3317220656444685,0.30668288469314575,1.058011049723757,-0.24025596276905178,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20190531T105039_20190531T105900_T30SWG_00000000000000000008,0.2817220517994388,-0.024636762496980626,0.4751592306511568,0.12345379887171451,0.27493858337402344,0.7740043223217042,-0.2837292693859256,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20190531T105039_20190531T105900_T30SWG_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20190531T105039_20190531T105900_T30SWG_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20190531T105039_20190531T105900_T30SWG_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20190531T105039_20190531T105900_T30SWG_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20190603T105629_20190603T110329_T30SWG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20190603T105629_20190603T110329_T30SWG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20190603T105629_20190603T110329_T30SWG_00000000000000000002,0.33093421648968413,0.11672303244072328,0.4655532663513456,0.2746255349247887,0.3029891550540924,0.9563989962358846,-0.2869283690813436,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20190603T105629_20190603T110329_T30SWG_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20190603T105629_20190603T110329_T30SWG_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20190603T105629_20190603T110329_T30SWG_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20190603T105629_20190603T110329_T30SWG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20190603T105629_20190603T110329_T30SWG_00000000000000000007,0.272664334513432,0.18843470060649184,0.5985695151820316,0.3530079497769994,0.2775321304798126,1.1578034682080927,-0.25,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20190603T105629_20190603T110329_T30SWG_00000000000000000008,0.24219199451244358,0.0074074081327791,0.4716417974347818,0.15321637497738808,0.24687500298023224,0.818809980806142,-0.2805755395683453,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20190603T105629_20190603T110329_T30SWG_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20190603T105629_20190603T110329_T30SWG_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20190603T105629_20190603T110329_T30SWG_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20190603T105629_20190603T110329_T30SWG_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20190608T105621_20190608T110747_T30SVF_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20190608T105621_20190608T110747_T30SVF_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20190608T105621_20190608T110747_T30SVF_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20190608T105621_20190608T110747_T30SVF_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20190608T105621_20190608T110747_T30SVF_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20190608T105621_20190608T110747_T30SVF_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20190608T105621_20190608T110747_T30SVF_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20190608T105621_20190608T110747_T30SVF_00000000000000000007,,,,,,,,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20190608T105621_20190608T110747_T30SVF_00000000000000000008,,,,,,,,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20190608T105621_20190608T110747_T30SVF_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20190608T105621_20190608T110747_T30SVF_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20190608T105621_20190608T110747_T30SVF_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20190608T105621_20190608T110747_T30SVF_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20190608T105621_20190608T110747_T30SWG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20190608T105621_20190608T110747_T30SWG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20190608T105621_20190608T110747_T30SWG_00000000000000000002,0.25358989647018376,0.0932802235360311,0.3606853163404563,0.2617057050460252,0.2543450891971588,0.8607021517553793,-0.27096077725800644,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
20190608T105621_20190608T110747_T30SWG_00000000000000000003,,,,,,,,NPD,"{""type"":""Point"",""coordinates"":[-3.1782108985403896,37.17621218414052]}"
20190608T105621_20190608T110747_T30SWG_00000000000000000004,,,,,,,,NAH2,"{""type"":""Point"",""coordinates"":[-3.4704113314716447,37.076569112000215]}"
20190608T105621_20190608T110747_T30SWG_00000000000000000005,,,,,,,,NSH,"{""type"":""Point"",""coordinates"":[-3.051246914245625,37.13410043379177]}"
20190608T105621_20190608T110747_T30SWG_00000000000000000006,,,,,,,,ASH2,"{""type"":""Point"",""coordinates"":[-3.9238706948997164,36.875374472468735]}"
20190608T105621_20190608T110747_T30SWG_00000000000000000007,0.26778124892137145,0.19355899959326853,0.5729753217027697,0.38151389403853014,0.27151456475257874,1.172154823801271,-0.2455902306648576,BPD,"{""type"":""Point"",""coordinates"":[-2.708395552448278,37.31068083550823]}"
20190608T105621_20190608T110747_T30SWG_00000000000000000008,0.22671986294398902,-0.01827412313610085,0.4459812849212893,0.15843065668759723,0.233159601688385,0.8138544891640865,-0.280825638240087,BSD,"{""type"":""Point"",""coordinates"":[-2.7068304079785186,37.28738203250398]}"
20190608T105621_20190608T110747_T30SWG_00000000000000000009,,,,,,,,NSD,"{""type"":""Point"",""coordinates"":[-3.11788372038832,37.13373478750539]}"
20190608T105621_20190608T110747_T30SWG_0000000000000000000a,,,,,,,,NPH,"{""type"":""Point"",""coordinates"":[-3.1799588661533402,37.176885508399586]}"
20190608T105621_20190608T110747_T30SWG_0000000000000000000b,,,,,,,,NAH1,"{""type"":""Point"",""coordinates"":[-3.4733008289542777,37.0750663949452]}"
20190608T105621_20190608T110747_T30SWG_0000000000000000000c,,,,,,,,NAD,"{""type"":""Point"",""coordinates"":[-3.4602624174740013,37.10169614643638]}"
20190610T105039_20190610T105331_T30SWG_00000000000000000000,,,,,,,,APH,"{""type"":""Point"",""coordinates"":[-3.913967031460013,36.875111385506585]}"
20190610T105039_20190610T105331_T30SWG_00000000000000000001,,,,,,,,ASH1,"{""type"":""Point"",""coordinates"":[-3.9265595328349434,36.8801680061012]}"
20190610T105039_20190610T105331_T30SWG_00000000000000000002,,,,,,,,BAH,"{""type"":""Point"",""coordinates"":[-2.855915992599429,37.37717940951828]}"
